Team Cohere, :, Aakanksha and 227 more,neither
DocPuzzle: A Process-Aware Benchmark for Evaluating Realistic Long-Context Reasoning Capabilities,reasoning_improvement,,
Can LLMs Explain Themselves Counterfactually?,reasoning_improvement,,
$Q\sharp$: Provably Optimal Distributional RL for LLM Post-Training,reasoning_improvement,,
FANformer: Improving Large Language Models Through Effective Periodicity Modeling,reasoning_improvement,,
LLM Post-Training: A Deep Dive into Reasoning Large Language Models,reasoning_improvement,,
Automating Mathematical Proof Generation Using Large Language Model Agents and Knowledge Graphs,reasoning_improvement,,
ACECODER: Acing Coder RL via Automated Test-Case Synthesis,reasoning_improvement,,
Lower Bounds for Chain-of-Thought Reasoning in Hard-Attention Transformers,reasoning_improvement,,
NoLiMa: Long-Context Evaluation Beyond Literal Matching,reasoning_improvement,,
Scaling up Test-Time Compute with Latent Reasoning: A Recurrent Depth Approach,reasoning_improvement,,
Towards Foundational Models for Dynamical System Reconstruction: Hierarchical Meta-Learning via Mixture of Experts,reasoning_improvement,,
GSM-Infinite: How Do Your LLMs Behave over Infinitely Increasing Context Length and Reasoning Complexity?,reasoning_improvement,,
LLMs Can Teach Themselves to Better Predict the Future,reasoning_improvement,,
RefineCoder: Iterative Improving of Large Language Models via Adaptive Critique Refinement for Code Generation,reasoning_improvement,,
EPO: Explicit Policy Optimization for Strategic Reasoning in LLMs via Reinforcement Learning,reasoning_improvement,,
SafeChain: Safety of Language Models with Long Chain-of-Thought Reasoning Capabilities,reasoning_improvement,,
VersaPRM: Multi-Domain Process Reward Model via Synthetic Reasoning Data,reasoning_improvement,,
Focused-DPO: Enhancing Code Generation Through Focused Preference Optimization on Error-Prone Points,reasoning_improvement,,
Building A Proof-Oriented Programmer That Is 64% Better Than GPT-4o Under Data Scarcity,reasoning_improvement,,
DISC: Dynamic Decomposition Improves LLM Inference Scaling,reasoning_improvement,,
Beyond Pattern Recognition: Probing Mental Representations of LMs,reasoning_improvement,,
Enhancing Depression Detection with Chain-of-Thought Prompting: From Emotion to Reasoning Using Large Language Models,reasoning_improvement,,
Rethinking Fine-Tuning when Scaling Test-Time Compute: Limiting Confidence Improves Mathematical Reasoning,reasoning_improvement,,
STAIR: Improving Safety Alignment with Introspective Reasoning,reasoning_improvement,,
Reasoning-to-Defend: Safety-Aware Reasoning Can Defend Large Language Models from Jailbreaking,reasoning_improvement,,
NaturalReasoning: Reasoning in the Wild with 2.8M Challenging Questions,reasoning_improvement,,
Training Language Models to Reason Efficiently,reasoning_improvement,,
Unveiling the Mechanisms of Explicit CoT Training: How CoT Enhances Reasoning Generalization,reasoning_improvement,,
MathConstruct: Challenging LLM Reasoning with Constructive Proofs,reasoning_improvement,,
À la recherche du sens perdu: your favourite LLM might have more to say than you can understand,reasoning_improvement,,
UGPhysics: A Comprehensive Benchmark for Undergraduate Physics Reasoning with Large Language Models,reasoning_improvement,,
Step Back to Leap Forward: Self-Backtracking for Boosting Reasoning of Language Models,reasoning_improvement,,
Can 1B LLM Surpass 405B LLM? Rethinking Compute-Optimal Test-Time Scaling,reasoning_improvement,,
CoT-UQ: Improving Response-wise Uncertainty Quantification in LLMs with Chain-of-Thought,reasoning_improvement,,
FINEREASON: Evaluating and Improving LLMs' Deliberate Reasoning through Reflective Puzzle Solving,reasoning_improvement,,
Beyond Single-Task: Robust Multi-Task Length Generalization for LLMs,reasoning_improvement,,
Training a Generally Curious Agent,reasoning_improvement,,
LR$^2$Bench: Evaluating Long-chain Reflective Reasoning Capabilities of Large Language Models via Constraint Satisfaction Problems,reasoning_improvement,,
PEA: Enhancing LLM Performance on Computational-Reasoning Tasks,reasoning_improvement,,
Zero-Shot Belief: A Hard Problem for LLMs,reasoning_improvement,,
Unlocking the Potential of Generative AI through Neuro-Symbolic Architectures: Benefits and Limitations,reasoning_improvement,,
MathFimer: Enhancing Mathematical Reasoning by Expanding Reasoning Steps through Fill-in-the-Middle Task,reasoning_improvement,,
Linguistic Generalizability of Test-Time Scaling in Mathematical Reasoning,reasoning_improvement,,
Reasoning with Latent Thoughts: On the Power of Looped Transformers,reasoning_improvement,,
Improving Value-based Process Verifier via Structural Prior Injection,reasoning_improvement,,
From System 1 to System 2: A Survey of Reasoning Large Language Models,reasoning_improvement,,
Game-Theoretic Regularized Self-Play Alignment of Large Language Models,reasoning_improvement,,
How Do LLMs Perform Two-Hop Reasoning in Context?,reasoning_improvement,,
MedRAX: Medical Reasoning Agent for Chest X-ray,reasoning_improvement,,
Twilight: Adaptive Attention Sparsity with Hierarchical Top-$p$ Pruning,reasoning_improvement,,
PhysReason: A Comprehensive Benchmark towards Physics-Based Reasoning,reasoning_improvement,,
Atom of Thoughts for Markov LLM Test-Time Scaling,reasoning_improvement,,
Diverse Inference and Verification for Advanced Reasoning,reasoning_improvement,,
Dynamic Chain-of-Thought: Towards Adaptive Deep Reasoning,reasoning_improvement,,
Self-rewarding correction for mathematical reasoning,reasoning_improvement,,
CodeSteer: Symbolic-Augmented Language Models via Code/Text Guidance,reasoning_improvement,,
CoS: Chain-of-Shot Prompting for Long Video Understanding,reasoning_improvement,,
Towards Reasoning Ability of Small Language Models,reasoning_improvement,,
Can Language Models Falsify? Evaluating Algorithmic Reasoning with Counterexample Creation,reasoning_improvement,,
Baichuan-M1: Pushing the Medical Capability of Large Language Models,reasoning_improvement,,
HopRAG: Multi-Hop Reasoning for Logic-Aware Retrieval-Augmented Generation,reasoning_improvement,,
Multi-Step Alignment as Markov Games: An Optimistic Online Gradient Descent Approach with Convergence Guarantees,reasoning_improvement,,
Stepwise Informativeness Search for Efficient and Effective LLM Reasoning,reasoning_improvement,,
Unveiling the Key Factors for Distilling Chain-of-Thought Reasoning,reasoning_improvement,,
Advancing Reasoning in Large Language Models: Promising Methods and Approaches,reasoning_improvement,,
Mathematical Reasoning in Large Language Models: Assessing Logical and Arithmetic Errors across Wide Numerical Ranges,reasoning_improvement,,
SIFT: Grounding LLM Reasoning in Contexts via Stickers,reasoning_improvement,,
Reinforcement Learning for Long-Horizon Interactive LLM Agents,reasoning_improvement,,
Al-Khwarizmi: Discovering Physical Laws with Foundation Models,reasoning_improvement,,
BOLT: Bootstrap Long Chain-of-Thought in Language Models without Distillation,reasoning_improvement,,
Beyond Seen Data: Improving KBQA Generalization Through Schema-Guided Logical Form Generation,reasoning_improvement,,
CER: Confidence Enhanced Reasoning in LLMs,reasoning_improvement,,
MedVLM-R1: Incentivizing Medical Reasoning Capability of Vision-Language Models (VLMs) via Reinforcement Learning,reasoning_improvement,,
RuozhiBench: Evaluating LLMs with Logical Fallacies and Misleading Premises,reasoning_improvement,,
Fino1: On the Transferability of Reasoning Enhanced LLMs to Finance,reasoning_improvement,,
SoRFT: Issue Resolving with Subtask-oriented Reinforced Fine-Tuning,reasoning_improvement,,
SiriuS: Self-improving Multi-agent Systems via Bootstrapped Reasoning,reasoning_improvement,,
Facilitating Long Context Understanding via Supervised Chain-of-Thought Reasoning,reasoning_improvement,,
Enhancing Domain-Specific Retrieval-Augmented Generation: Synthetic Data Generation and Evaluation using Reasoning Models,reasoning_improvement,,
"If Multi-Agent Debate is the Answer, What is the Question?",reasoning_improvement,,
Inference-Time Computations for LLM Reasoning and Planning: A Benchmark and Insights,reasoning_improvement,,
Reasoning and the Trusting Behavior of DeepSeek and GPT: An Experiment Revealing Hidden Fault Lines in Large Language Models,reasoning_improvement,,
RoseRAG: Robust Retrieval-augmented Generation with Small-scale LLMs via Margin-aware Preference Optimization,reasoning_improvement,,
Exposing Numeracy Gaps: A Benchmark to Evaluate Fundamental Numerical Abilities in Large Language Models,reasoning_improvement,,
Leveraging Constrained Monte Carlo Tree Search to Generate Reliable Long Chain-of-Thought for Mathematical Reasoning,reasoning_improvement,,
PhD Knowledge Not Required: A Reasoning Challenge for Large Language Models,reasoning_improvement,,
Typhoon T1: An Open Thai Reasoning Model,reasoning_improvement,,
Every Expert Matters: Towards Effective Knowledge Distillation for Mixture-of-Experts Language Models,reasoning_improvement,,
PhantomWiki: On-Demand Datasets for Reasoning and Retrieval Evaluation,reasoning_improvement,,
Verbalized Bayesian Persuasion,reasoning_improvement,,
A Survey on Feedback-based Multi-step Reasoning for Large Language Models on Mathematics,reasoning_improvement,,
Hypothesis-Driven Theory-of-Mind Reasoning for Large Language Models,reasoning_improvement,,
Leveraging Dual Process Theory in Language Agent Framework for Real-time Simultaneous Human-AI Collaboration,reasoning_improvement,,
Multimodal Inconsistency Reasoning (MMIR): A New Benchmark for Multimodal Reasoning Models,reasoning_improvement,,
Self-Taught Agentic Long Context Understanding,reasoning_improvement,,
Large Language Model Strategic Reasoning Evaluation through Behavioral Game Theory,reasoning_improvement,,
InfiR : Crafting Effective Small Language Models and Multimodal Small Language Models in Reasoning,reasoning_improvement,,
Large Language Models and Mathematical Reasoning Failures,reasoning_improvement,,
Table-Critic: A Multi-Agent Framework for Collaborative Criticism and Refinement in Table Reasoning,reasoning_improvement,,
Zero-shot Large Language Models for Long Clinical Text Summarization with Temporal Reasoning,reasoning_improvement,,
BoostStep: Boosting mathematical capability of Large Language Models via improved single-step reasoning,reasoning_improvement,,
From Informal to Formal -- Incorporating and Evaluating LLMs on Natural Language Requirements to Verifiable Formal Proofs,reasoning_improvement,,
Citrus: Leveraging Expert Cognitive Pathways in a Medical Language Model for Advanced Medical Decision Support,reasoning_improvement,,
SoS1: O1 and R1-Like Reasoning LLMs are Sum-of-Square Solvers,reasoning_improvement,,
Critique Fine-Tuning: Learning to Critique is More Effective than Learning to Imitate,reasoning_improvement,,
HackerRank-ASTRA: Evaluating Correctness & Consistency of Large Language Models on cross-domain multi-file project problems,reasoning_improvement,,
GuardReasoner: Towards Reasoning-based LLM Safeguards,reasoning_improvement,,
Test-Time Compute: from System-1 Thinking to System-2 Thinking,reasoning_improvement,,
xJailbreak: Representation Space Guided Reinforcement Learning for Interpretable LLM Jailbreaking,reasoning_improvement,,
Disentangling Exploration of Large Language Models by Optimal Exploitation,reasoning_improvement,,
Softplus Attention with Re-weighting Boosts Length Extrapolation in Large Language Models,reasoning_improvement,,
Think Smarter not Harder: Adaptive Reasoning with Inference Aware Optimization,reasoning_improvement,,
The Essence of Contextual Understanding in Theory of Mind: A Study on Question Answering with Story Characters,reasoning_improvement,,
Multimodal LLMs Can Reason about Aesthetics in Zero-Shot,reasoning_improvement,,
Chain of Grounded Objectives: Bridging Process and Goal-oriented Prompting for Code Generation,reasoning_improvement,,
Reward-aware Preference Optimization: A Unified Mathematical Framework for Model Alignment,reasoning_improvement,,
STP: Self-play LLM Theorem Provers with Iterative Conjecturing and Proving,reasoning_improvement,,
URSA: Understanding and Verifying Chain-of-thought Reasoning in Multimodal Mathematics,reasoning_improvement,,
ADAM: An AI Reasoning and Bioinformatics Model for Alzheimer's Disease Detection and Microbiome-Clinical Data Integration,reasoning_improvement,,
Rethinking External Slow-Thinking: From Snowball Errors to Probability of Correct Reasoning,reasoning_improvement,,
MedXpertQA: Benchmarking Expert-Level Medical Reasoning and Understanding,reasoning_improvement,,
A Cognitive Paradigm Approach to Probe the Perception-Reasoning Interface in VLMs,reasoning_improvement,,
LiveIdeaBench: Evaluating LLMs' Divergent Thinking for Scientific Idea Generation with Minimal Context,reasoning_improvement,,
DRT: Deep Reasoning Translation via Long Chain-of-Thought,reasoning_improvement,,
Efficiently Scaling LLM Reasoning with Certaindex,reasoning_improvement,,
MALT: Improving Reasoning with Multi-Agent LLM Training,reasoning_improvement,,
"A Survey of Mathematical Reasoning in the Era of Multimodal Large Language Model: Benchmark, Method & Challenges",reasoning_improvement,,
SpecFuse: Ensembling Large Language Models via Next-Segment Prediction,reasoning_improvement,,
